id_item;category;question;correct_answer;incorrect_answer_a;incorrect_answer_b;incorrect_answer_c;visualizations
1052;psicologia;¿Qué términos popularizó Carl Jung?;Introversión y extraversión;Naturaleza vs. crianza;Id, ego y superego;Depresión y manía;2286
1053;psicologia;¿Qué trastorno mental dura más de un mes después de haber vivido un trauma?;Trastorno de estrés postraumático;Síndrome de Estocolmo;Síndrome de Capgrass;Hipomanía;2401
1054;psicologia;¿Qué trastorno mental implica estar constantemente bajo la idea de que uno es víctima de una conspiración?;Paranoia;Pronoia;Aranoia;Disnoia;2260
1055;psicologia;¿Qué trastorno mental tiene por síntomas el esuchar voces y no saber distinguir lo que es real?;Esquizofrenia;Trastorno de Déficit de Atención;Síndrome de Capgrass;Síndrome de Hunter;2294
1056;psicologia;¿Quién es el padre del enfoque psicoanalítico?;Sigmund Freud;Carl Jung;Ivan Pavlov;B. F. Skinner;2309
1057;psicologia;¿Quién fue el pionero de la investigación del condicionamiento clásico?;Ivan Pavlov;B. F. Skinner;Carl Jung;Sigmund Freud;2273
1058;psicologia;¿Quién se creía que eran los únicos afectados por la enfermedad de la histeria?;Mujeres;Hombres;Ancianos;Niños;2328
1059;psicologia;¿Quién se dice que tiene complejo de Napoleón?;La gente baja;La gente con sobrepeso;La gente poco atractiva;La gente poco inteligente;2163
1060;quimica;¿Cómo se conoce también a la sal de mesa?;Cloruro de sodio;Bicarbonato de sodio;Carbonato de potasio;Hidróxido de potasio;2311
1061;quimica;¿Con qué está recubierto el hierro galvanizado?;Zinc;Estaño;Plomo;Cromo;2354
1062;quimica;¿Cuál de estos gases no es un gas de efecto invernadero?;Hidrógeno;Metano;Óxido nítrico;Dióxido de carbono;2195
1063;quimica;¿Cuál es el apellido de la científica que descubrió el radio?;Sklodowska-Curie;Radium;Voltom;Edison;2147
1064;quimica;¿Cuál es el metal más maleable?;Oro;Platino;Plata;Hierro;2298
1065;quimica;¿Cuál es el mineral más blando conocido?;Talco;Pizarra;Cuarzo;Malaquita;2306
1066;quimica;¿Cuál es el nombre común del compuesto C6 H12 O6?;Glucosa;Queroseno;Keratina;Fructosa;2232
1067;quimica;¿Cuál es el principal elemento psicoactivo del café y la cola?;Cafeína;Aspirina;Ricotina;Clorofila;2302
1068;quimica;¿Cuál es el punto de ebullición del agua en grados Fahrenheit?;212;232;202;222;2281
1069;quimica;¿Cuál es el símbolo del potasio?;K;Na;Au;P;2347
1070;quimica;¿Cuál es el único metal líquido a temperatura ambiente?;Mercurio;Aluminio;Cobre;Zinc;2285
1071;quimica;¿Cuál es la reacción que convierte una disolución de azúcar en ácidos, gases o alcohol?;Fermentación;Hidrólisis;Saponificación;Hidrógeno;2224
1072;quimica;¿Cuántos aminoácidos esenciales hay?;9;6;3;15;2284
1073;quimica;¿De qué está compuesto el núcleo de un átomo?;Protones y neutrones;Electrones y neutrones;Electrones y protones;Neutrones solamente;2354
1074;quimica;¿De qué están compuestos los átomos?;Núcleos y electrones;Núcleos solamente;Electrones solamente;Protones solamente;2352
1075;quimica;¿Por qué se utiliza el aluminio para purificar el agua?;Para eliminar partículas sólidas;Para añadir nutrientes;Para absorber metales alcalinos;Para estabilizar la acidez;2266
1076;quimica;¿Qué ácido se obtuvo por primera vez destilando hormigas rojas?;Ácido fórmico;Ácido cítrico;Ácido clórico;Ácido sulfúrico;2288
1077;quimica;¿Qué común producto crea la saponificación?;Jabón;Miel;Azúcar;Hielo;2252
1078;quimica;¿De qué están compuestas las burbujas del agua con gas?;Dióxido de carbono;Ácido nítrico;Ácido carbónico;Ácido sulfúrico;2263
1079;quimica;¿Qué desarrollaron los científicos Newlands, Mendeleev y Meyer?;Tabla periódica de los elementos;Descubrimiento de los elementos;Estructura atómica;Metalurgia;2208
1080;quimica;¿Qué droga forma la combinación de la zimasa y la glucosa?;Alcohol;Nicotina;Cocaína;Heroína;2263
1081;quimica;¿Qué elemento de la tabla periódica representa el símbolo \Au\?;Oro;Plata;Platino;Cobre;2269
1082;quimica;¿Qué elemento es común a todos los ácidos?;Hidrógeno;Carbono;Azufre;Oxígeno;2259
1083;quimica;¿Qué es el bromo?;Líquido rojo;Gas incoloro;Gas muy inflamable;Sólido negro;2282
1084;quimica;¿Qué es el gluten?;Una proteína;Un azúcar;Un lípido;Un mineral;2212
1085;quimica;¿Qué gas es el más abundante en el aire que respiramos?;Nitrógeno;Oxígeno;Hidrógeno;Ozono;2260
1086;quimica;¿Qué gases hay dentro de las bombillas incandescentes?;Argón;Hidrógeno;Dióxido de carbono;Oxígeno;2203
1087;quimica;¿Qué impureza metálica hace rojos a los rubís y verdes a las esmeraldas?;Cromo;Aluminio;Cobre;Hierro;2232
1088;quimica;¿Qué material está compuesto por un 75% de dióxido de silicio, con óxido de sodio, carbonato de sodio y cal?;Cristal;Carbón;Pizarra;Plástico;2287
1089;quimica;¿Qué metal se extrae habitualmente del agua de mar?;Magnesio;Calcio;Sodio;Potasio;2253
1090;quimica;¿Qué metal tóxico contamina normalmente el aire de una gran ciudad?;Plomo;Cadmio;Cobre;Cromo;2320
1091;quimica;¿Qué otro gas aparte del oxígeno compone el gas de la risa?;Nitrógeno;Helio;Hidrógeno;Argón;2324
1092;quimica;¿Qué piedra preciosa es roja?;Rubí;Esmeralda;Zafiro;Amatista;2223
1093;quimica;¿Qué propiedad física de las gemas miden los quilates?;Masa;Durabilidad;Color;Corte;2312
1094;quimica;¿Qué reacción química une el dióxido de carbono a diferentes reactivos?;Carbonación;Oxidación;Solución;Hidrólisis;2372
1095;quimica;¿Qué refrigerante se utiliza normalmente en neveras domésticas?;Amoníaco y freón;Neón;Agua y sal;Alcohol;2284
1096;quimica;¿Qué se produce al alear hierro, cromo y níquel?;Acero inoxidable;Bronce;Teflón ;Latón;2262
1097;quimica;¿Qué son el diamante y el grafito?;Alótropos de carbono;Isómeros de carbono;Isomorfos de carbono;Isótopos de carbono;2368
1098;records;¿Cuál es el árbol frutal más cultivado del mundo?;Naranjo;Manzano;Aguacatero;Cerezo;2215
1099;records;¿Cuál es el área de la superfície terrestre a menor altura?;Mar Muerto (Jordania/Israel);Lago Eyre (Australia);Valle de la Muerte (Estados Unidos);Mar Caspio (Rusia);2260
1100;records;¿Cuál es el continente más grande y poblado del mundo?;Asia;Australia;Antártida;África;2308
1101;records;¿Cuál es el desierto más seco de la Tierra?;Desierto de Atacama (Chile);Desierto de Kalahari (Botswana);Desierto de Taklamakán (China);Gran Desierto Arenoso (Australia);2261
1102;records;¿Cuál es el libro más vendido del mundo?;La Biblia;El Alquimista;El Guinness World Records;El Señor de los Anillos;2365
1103;records;¿Cuál es el país más pequeño por área y población del mundo?;El Vaticano;San Marino;Andorra;Liechtenstein;2261
1104;records;¿Cuál es el punto más profundo de la Tierra?;Fosa de las Marianas;Fosa de Tonga;Abismo de Galatea;Fosa de Kermadec;2279
1105;records;¿Cuál es el río más largo de África?;Nilo;Congo;Niger;Zambeze;2316
1106;records;¿Cuál es el río más profundo de la Tierra, alcanzando los 220 m?;El Congo;El Nilo;El Mississippi;El Amazonas;2334
1107;records;¿Cuál es el roedor más grande del mundo?;Capibara;Castor;Rata;Mapache;2236
1108;records;¿Cuál es la cordillera más larga del mundo?;Andes;Montañas Rocosas;Alpes;Himalaya;2284
1109;records;¿Cuál es la hierba más alta del mundo?;Bambú;Trigo;Pasto azul de Kentucky;Hierba de don Carlos;2216
1110;records;¿Cuál es la isla más grande del mundo?;Groenlandia;Nueva Guinea;Sumatra;Madagascar;2167
1111;records;¿Cuál es la montaña más alta del mundo?;Everest;K2;Kanchenjunga;Lohtse;2292
1112;records;¿Cuál es la religión con más seguidores del mundo?;Cristianismo;Islam;Hinduismo;Sintoísmo;2248
1113;records;¿Cuál es la sustancia más dura conocida?;Diamante;Carbón;Grafito;Fibra de carbono;2215
1114;records;¿Cuál es la universidad operativa más antigua del mundo?;Universidad de Bolonia;Universidad de Oxford;Universidad de Aix-Marsella;Universidad de Barcelona;2277
1115;records;¿En qué país se encuentra la ciudad con el sistema de metro más largo del mundo?;China;Estados Unidos;Reino Unido;Rusia;2186
1116;records;¿Qué artista ha vendido el mayor número de discos en la historia?;Los Beatles;Elvis Presley;Michael Jackson;Madonna;2259
1117;records;¿Qué dos países hacen frontera con el mayor número de países?;China y Rusia;Estados Unidos y Chile;Chad y Brasil;Uzbekistán y Lituania;2353
1118;records;¿Qué nación tiene el mayor número de vehículos de carretera motorizados per capita?;San Marino;Estados Unidos;Mónaco;Nueva Zelanda;2245
1119;religion;¿A dónde peregrinan los enfermos en Francia?;Lourdes;Étretat;Giverny;Bayeux;2338
1120;religion;¿A quién se le apareció Dios en el monte Horeb según la Biblia?;Moisés;Salomón;Noé;Virgen María;2276
1121;religion;¿A quién se le podía encontrar en el castillo de Gandolfo hasta 2016?;Al Papa;A los arzobispos;A los franciscanos;A los jesuitas;2322
1122;religion;¿Cómo se le llama al conjunto de todos los dioses de una religión, mitología o tradición?;Panteón;Santuario;Altar;Templo;2250
1123;religion;¿Cómo se llama un sacerdote judío?;Rabino;Chamán;No hay sacerdotes judíos;Bhikkhu;2154
1124;religion;¿Cómo se llaman respectivamente el cielo y el infierno en el islam?;Jannah y Jahannam;Moksha y Samsara;Alharara y Albard;Bikuli Surur y Alam;2282
1125;religion;¿Cuál de las religiones monoteístas más antiguas del mundo se puede rastrear hasta la Edad de Bronce?;Judaísmo;Budismo;Sijismo;Zoroastrismo;2230
1126;religion;¿Cuál es el día de ayuno más conocido del judaísmo?;Yom Kippur;Rosh Hashanah;Hoshana Rabbah;Tishri;2282
1127;religion;¿Cuál es el lugar de culto para el judaísmo?;Sinagoga;Primer templo;No tienen lugar de culto;Monasterio;2310
1128;religion;¿Cuál es el último libro de la Biblia?;Apocalipsis;Éxodo;Génesis;Deuteronomio;2350
1129;religion;¿Cuál es la creencia de que la existencia de Dios o lo sobrenatural es desconocida e incognoscible?;Agnosticismo;Ateísmo;Politeísmo;Antiteísmo;2257
1130;religion;¿Cuál es la forma correcta de dirigirse al Papa?;Su Santidad;Su Alteza;Padre Celestial;Santo Emisario del Señor;2304
1131;religion;¿Cuáles son los dioses o espíritus que invitan a los humanos a la muerte en la cultura japonesa?;Shinigami;Chochinbi;Amemasu;Furabiri;2299
1132;religion;¿Cuándo fue crucificado Jesucristo?;30-33 d. C.;1-4 d. C.;55-58 d. C.;4-1 a. C.;2265
1133;religion;¿Cuándo nació Buda Gautama?;563-483 a. C.;752-564 a. C.;586-420 a. C.;1021-863 a. C.;2299
1134;religion;¿Cuándo nació el profeta Mahoma, fundador del Islam?;570 d. C.;868 d. C.;1138 d. C.;420 d. C.;2240
1135;religion;¿De qué religión es una rama el mormonismo?;Restauracionismo;Protestantismo;Catolicismo;Ortodoxismo;2215
1136;religion;¿De quién fue el cadáver que se comieron los perros en el Antiguo Testamento?;Jezabel;Nabot;Noé;Abdías;2216
1137;religion;¿Dónde fue bautizado Cristo por Juan el Bautista?;Río Jordán;Mar Rojo;Mar Muerto;Río Nazaret;2272
1138;religion;¿En qué creen los politeístas?;Múltiples deidades;Una deidad;Ninguna deidad;Múltiples religiones;2270
1139;religion;¿En qué país se originó el budismo?;India;China;Tailandia;Japón;2267
1140;religion;¿En qué religión se celebra el Ramadán?;Islam;Judaísmo;Taoísmo;Hinduismo;2315
1141;religion;¿Qué creó Dios el quinto día?;La criaturas marinas y los pájaros;La luz;Los humanos;Los árboles y las frutas;2257
1142;religion;¿Qué fe religiosa celebra el Diwali?;Hinduismo;Budismo;Islam;Taoísmo;2234
1143;religion;¿Qué líder espiritual vivió en Palacio Potala durante casi 3 siglos?;Dalai Lama;Somdet Phra;Califa;Rabino;2225
1144;religion;¿Qué religión divide sus escritos sagrados en el Tripitaka?;Budismo;Judaísmo;Sintoísmo;Hinduismo;2330
1145;religion;¿Qué religión prohíbe la cremación?;Islam;Cristianismo;Hinduismo;Sintoísmo;2243
1146;religion;¿Qué religión se basa en la creencia en varios kami, seres espirituales sobrenaturales que mueven todo en el mundo?;Sintoísmo;Sijismo;Zoroastrismo;Hinduismo;2326
1147;religion;¿Qué religión tiene como deidad a Ahura Mazda?;Zoroastrismo;Sintoísmo;Juche;Jainismo;2306
1148;religion;¿Qué religión tiene como deidades a Brahma, Saraswati y Harihara?;Hinduismo;Taoísmo;Sijismo;Budismo;2310
1149;religion;¿Qué religión tiene como lugar de culto los \templos de fuego\?;Zoroastrismo;Sintoísmo;Judaísmo;Taoísmo;2157
1150;religion;¿Qué religión une a Vesak, Hanamatsuri, Asalha Puja y el cumpleaños de Avalokitesvara?;Budismo;Hinduismo;Sintoísmo;Taoísmo;2258
1151;religion;¿Qué siglas significan \Jesús de Nazaret, rey de los judíos\?;INRI;SERA;YANO;OINA;2348
1152;religion;¿Qué significa la palabra \shinto\?;Camino de los dioses;Espíritus de la naturaleza;Dos seres;Equilibrio y orden;2313
1153;religion;¿Qué simboliza la esvástica en la religión india del jainismo?;Suerte y bienestar;Mal y el diablo;Poder y dominancia;Espíritu y cuerpo;2342
1154;religion;¿Quién construyó la antigua Torre de Babel según la Biblia?;Nemrod;Esther;Aarón;Caín;2295
1155;religion;¿Quién fue el primer Papa?;San Pedro;San Lino;San Clemente ;San Alejandro;2285
1156;religion;¿Quién ordenó la ejecución de Juan el Bautista?;Herodes Antipas;Poncio Pilato;Julio César;Salomé I;2302
1157;religion;¿Quién traicionó a Jesús ante el consejo judicial y religioso judío por 30 monedas de plata?;Judas Iscariote;Judas Tadeo;Jaime, hijo de Alfeo;Bartolomé;2257
1158;religion;¿Sobre qué mar caminó Jesús según la Biblia?;Mar de Galilea;Mar Muerto;Mar Rojo;Mar Mediterráneo;2184
1159;tecnologia;¿Cómo se llamaba la primera versión de Internet?;ARPAnet;NEOnet;MULTInet;ROLAnet;2258
1160;tecnologia;¿Cómo se llaman los 2 terminales de un diodo?;Ánodo y cátodo;Péntado y tríodo;Puerta y drenaje;Drenaje y fuente;2295
1161;tecnologia;¿Con qué unidades se mide la velocidad de acceso a internet?;Kbps;Megabytes;RAM;MHz;2259
1162;tecnologia;¿Cuál era el nombre del superordenador IBM que fue derrotado por el maestro de ajedrez Gary Kasparov en 1996?;Deep Blue;Deep Sea;Deep Sky;Deep Purple;2270
1163;tecnologia;¿Cuál era el primer límite de caracteres para los tweets publicados en la red social de Twitter?;140 caracteres;160 caracteres;280 caracteres;200 caracteres;2351
1164;tecnologia;¿Cuál es el nombre de la serie de sistemas operativos creados por Microsoft?;Windows;Mac;Linux;Matlab;2374
1165;tecnologia;¿Cuál es el nombre de un ordenador en una red que solicita archivos de otro ordenador?;Cliente;Host;Router;Servidor web;2221
1166;tecnologia;¿Cuál es el primer software que se instala en un ordenador?;Sistema operativo;Hoja de cálculo;Procesador de textos;Plataforma de borrado;2302
1167;tecnologia;¿Cuál fue el primer lenguaje de programación ampliamente utilizado del mundo, inventado en 1957?;IBM FORTRAN;Java;C;R;2281
1168;tecnologia;¿Cuáles son las tres principales expresiones de búsqueda (operadores) reconocidas por la lógica de Boole?;AND, OR, NOT;SEARCH, KEYWORD, TEXT;AND, OR, BUT;FROM, TO, WHOM;2278
1169;tecnologia;¿Cuándo se envió el primer mensaje a través de lo que ahora se llama Internet?;10:30 PM el 29 de Octubre en 1969;12:00 AM el 16 de febrero de 1968;08:45 PM el 21 de Enero de 1971;09:00 AM el 23 de Septiembre de 1962;2360
1170;tecnologia;¿Cuántos bits tiene un byte?;8;16;32;4;2272
1171;tecnologia;¿Cuántos minutos de música tienen los CD, de acuerdo con las especificaciones originales del CD?;74 minutos;56 minutos;60 minutos;90 minutos;2369
1172;tecnologia;¿De qué sistema operativo de red es Solaris una versión?;UNIX;Minix 3;AmigaOS;Atlas;2282
1173;tecnologia;¿En qué año fue el debut del primer ordenador personal IBM?;1981;1985;1989;1991;2273
1174;tecnologia;¿En qué país se fundó la empresa de tecnología Philips?;Países Bajos;Gran Bretaña;Noruega;Dinamarca;2265
1175;tecnologia;¿Qué atajo de teclado cierra la mayoría de los programas en el sistema operativo Microsoft Windows?;Alt + F4;Alt + F5;Alt+ F6;Alt + F7;2295
1176;tecnologia;¿Qué compañía fue la pionera de los disquetes?;IBM;Apple ;Windows;Linux;2315
1177;tecnologia;¿Qué controla la CPU?;Todas las funciones de un ordenador;La pantalla y los gráficos;El teclado y otros sistemas de input;El sistema de ventilación;2278
1178;tecnologia;¿Qué es un virus informático que ni se replica ni se copia, pero que daña o compromete la seguridad del ordenador?;Troyano;Bulo;Joker;Gusano;2356
1179;tecnologia;¿Qué lector de libros electrónicos fue diseñado por Amazon?;Kindle;Kobo;Epub;PRS-650;2292
1180;tecnologia;¿Qué nombre de mujer se le dio a uno de los primeros ordenadores de Apple?;Lisa;Sara;Anna;Isabella;2359
1181;tecnologia;¿Qué otro nombre se utiliza para referirse al correo electrónico no deseado?;Spam;Bug;Flag;OP;2288
1182;tecnologia;¿Qué significa \módem\?;Modulator-demodulator;Monetary Devaluation Exchange Mechanism;Memory Demagnetization;Monetary Demarkation;2233
1183;tecnologia;¿Qué significa \Pixel\?;Picture element;Picture extract ;Picture election;Picture excision;2266
1184;tecnologia;¿Qué significa CD en el mundo de la música?;Compact Disc;Computer Data;Computer Disc;Compact Data;2288
1185;tecnologia;¿Qué significa el \http\ escrito al comienzo de cualquier dirección web?;Hypertext Transfer Protocol;HTML Transfer Technology Process;Hyperspace Terms and Tech Protocol;Hyperspace Techniques & Tech Progress;2269
1186;tecnologia;¿Qué significa JPEG?;Joint Photographic Experts Group;Joint Pixels Experts Group;Joint Photogram Experts Group;Joint Painting Experts Group;2268
1187;tecnologia;¿Qué significan las siglas \RAM\ en informática?;Random Access Memory;Raid Addressed Microprocessor;Robust Administrative Motherboard;Rapid Action Microchip;2216
1188;tecnologia;¿Qué significan las siglas \URL\?;Uniform Resource Locator;Ultimate RAM Locator;User Regulation Law;Unknown RAM Load;2257
1189;tecnologia;¿Qué tipo de archivo es uno con extensión \.BAK\?;Copia de seguridad de un archivo;Archivo de audio;Archivo de animación/película;Archivo de texto;2345
1190;tecnologia;¿Qué une a los nombres Ada, Lisp y Algol?;Lenguajes de programación;Software de hoja de cálculo;Marcas de placas base;Disposición de teclados;2293
1191;tecnologia;¿Qué virus informático se replica, apagando el sistema informático en el proceso?;Gusano;Bug;Tarántula;Troyano;2238
1192;television;¿Cómo se llama la cafetería que visitan a menudo los protagonistas de la serie \Friends\?;Central Perk;Insomnia Cafe;Friends;Trivianni;2322
1193;television;¿Cuál era el apellido de Rachel en la exitosa serie \Friends\?;Green;Buffay;Geller;Bing;2234
1194;television;¿Cuál era el nombre de la nave en la que la tripulación de \Star Trek\ solía viajar por el espacio?;Enterprise;Stardestroyer;Halcón Milenario;X-Wing;2285
1195;television;¿Cuál es el apellido de soltera de Marge Simpson?;Bouvier;Davis;Thompson;Franklin;2282
1196;television;¿Cuál es el lema de la familia Stark en la serie \Juego de Tronos\?;Se acerca el invierno;La alondra está llamando;Se aproxima el frío;Nieve y acero;2236
1197;television;¿Cuál es el nombre del perro en \Garfield\?;Odie;Ariene;Jon;Pooky;2230
1198;television;¿En qué gran guerra se basa la trama de \Juego de tronos\?;Guerra de las Dos Rosas;Primera Guerra Mundial;Guerra Civil Americana;Segunda Guerra Mundial;2310
1199;television;¿Qué asignatura enseñaba Walter White en la serie \Breaking Bad\?;Química;Inglés;Matemáticas;Biología;2244
1200;television;¿Qué cadena de televisión británica no pone anuncios?;BBC;ITV;NCN;Fox;2173
1201;television;¿Quién fue el creador de \Los Simpson\?;Matt Groening;Seth McFarlane;Justin Roiland;Nick Kroll;2257
1202;television;¿Quién fue el creador de \Star Trek\?;Gene Roddenberry;George Lucas;Michael Schur;David Crane;2241
1203;transportes;¿A cuál de los siguientes países pertenecía la aerolínea Olympic Airways?;Grecia;China;Indonesia;Francia;2281
1204;transportes;¿A qué país pertenecían los aviones Spitfires en la Segunda Guerra Mundial?;Gran Bretaña;Estados Unidos;Francia;Rusia;2256
1205;transportes;¿A qué país representa la matrícula internacional de automóviles \CH\?;Suiza;República checa;Chile;China;2390
1206;transportes;¿Con qué otro nombre se conoce al tren japonés \Shinkansen\?;Tren bala;Tren trueno;Tren sónico;Tren chasquido;2225
1207;transportes;¿Cuál era el destino del Titanic?;Nueva York;Los Ángeles;Miami;Cabo Bretón;2294
1208;transportes;¿Cuál era el nombre del barco supuestamente imposible de hundir que se hundió en su viaje inaugural en 1912?;Titanic;Mayflower;Olympic;Goliath;2257
1209;transportes;¿Cuál es el nombre del avión supersónico que hizo vuelos intercontinentales desde 1976 hasta 2003?;Concorde;Tupolev Tu-144;English Electric Lightning;Canadair CF-5;2273
1210;transportes;¿Cuál fue el primer medio de transporte de 1 o múltiples ruedas a pedal?;Velocípedo;Bicicleta;Patines;Monociclo;2235
1211;transportes;¿De qué color es la caja negra de un avión?;Naranja;Negra;Verde;Azul;2287
1212;transportes;¿De qué país es KLM la aerolínea nacional?;Países Bajos;Austria;Suiza;Estonia;2249
1213;transportes;¿De qué país es la aerolínea nacional \TAP\?;Portugal;España;Italia;Grecia;2203
1214;transportes;¿El primer qué eléctrico abrió en Londres en 1890?;Metro;Alumbrado público;Feria de coches;Sistema de votación;2256
1215;transportes;¿En qué ciudad se encuentra el aeropuerto Narita?;Tokio;Pekín;Ho Chi Minh;Bangkok;2249
1216;transportes;¿En qué lado de la carretera se debe conducir en Japón?;Izquierda;Derecha;Depende de la isla;Depende del clima;2283
1217;transportes;¿Qué compañía de automóviles fabrica el modelo de automóvil Celica?;Toyota;Opel;Ford;Audi;2288
1218;transportes;¿Qué dispositivo electrónico se asegura de que la mezcla de combustible y aire en el motor de un coche sea la correcta?;Sonda lambda;Carburador;Equilibrador de aire;Comprobador de presión;2216
1219;transportes;¿Qué fabricante de automóviles sueco comenzó como compañía de aviones?;Saab;Volvo;Koenigsegg;Scania;2269
1220;transportes;¿Qué inventó Igor Sikorsky?;Helicóptero;Hidroavión;Motor de reacción;Planeador;2273
1221;transportes;¿Qué inventó Karl Benz?;Coche de gasolina;Tranvía;Planeador;Turbina de vapor;2246
1222;transportes;¿Qué marca de automóviles fue registrada en 1902?;Mercedes;Nissan;Ford;Ferrari;2178
1223;transportes;¿Qué medio de transporte personal fue inventado en 1760 por un belga?;Patines;Bicicleta;Monociclo;Monopatín;2242
1224;transportes;¿Qué país colaboró con el Reino Unido para construir el avión Concorde?;Francia;Alemania;Noruega;Suecia;2277
1225;transportes;¿Qué país es el creador del \tren bala\ de alta velocidad?;Japón;China;España;Estados Unidos;2169
1226;transportes;¿Qué país tiene \E\ como placa de matrícula internacional?;España;Estonia;Italia;Francia;2267
1227;transportes;¿Qué país tiene \IS\ como matrícula de coche?;Islandia;India;Australia;Nueva Zelanda;2350
1228;transportes;¿Qué país tiene Aer Lingus como aerolínea nacional?;República de Irlanda;Mónaco;Malta;San Marino;2292
1229;transportes;¿Qué tren rompió la barrera de las 100 mph en 1934?;Flying Scotsman;Sir Nigel Gresley;Blue Peter;Caerphilly Castle;2252
1230;transportes;¿A qué país pertenecía la aeolínea internacional Trans World Airlines?;Estados Unidos;Rusia;Dinamarca;Reino Unido;2296
1231;zoologia;¿A qué animal se le conocía en la antigüedad como \camelopardalis\?;Jirafa;Cebra;Camello;Pitón;2269
1232;zoologia;¿A qué son homólogas las glándulas venenosas de las serpientes?;Glándulas salivarias de los vertebrados;Órganos eléctricos de los peces;Aguijones de las rayas;Glandulas sebáceas de los mamíferos;2235
1233;zoologia;¿Cómo llamamos a los animales en la parte superior de la cadena alimentaria?;Superpredadores;Predadores superiores;Predadores cúspide;Hiperpredadores;2291
1234;zoologia;¿Cómo se comunican las abejas melíferas dónde encontrar flores?;Con una danza especial;Con un zumbido especial;Picándose unas a otras;Oliéndose unas a otras;2319
1235;zoologia;¿Cómo se llama el largo sueño en el que entran algunos animales durante todo el invierno?;Hibernación;Metástasis;Incubación;Narcolepsia;2195
1236;zoologia;¿Cómo se llama el nombre del reptil que cambia su color para que coincida con el de su entorno?;Camaleón;Iguana;Gecko;Dragón de komodo;2190
1237;zoologia;¿Cómo se llaman las almohadillas suaves y acolchadas en los pies de los insectos y otros artrópodos?;Pulvilli;Garras;Van der Waals;Adhesivos;2307
1238;zoologia;¿Con qué órgano huele una serpiente?;Lengua;Mandíbula;Dientes;Cola;2267
1239;zoologia;¿Cuál de estos mamíferos pone huevos?;Ornitorrinco;Delfín;Ratón;Murciélago;2314
1240;zoologia;¿Cuál es el animal terrestre que corre más deprisa?;Guepardo;Leopardo;Tigre;Puma;2234
1241;zoologia;¿Cuál es el nombre de un apéndice u órgano que se ha adaptado para agarrar o sostener cosas?;Prensible;Agarrador;Apretador;Estrechible;2188
1242;zoologia;¿Cuál es el nombre del pájaro que no puede volar y es el ave más grande en la Tierra?;Avestruz;Emú;Flamenco;Kiwi;2231
1243;zoologia;¿Cuál es la única criatura que puede sacarse el estómago?;Estrella de mar;Vaca;Pulpo;Araña;2191
1244;zoologia;¿Cuáles son los animales que comen plantas y otros animales?;Omnívoros;Herbívoros;Carnívoros;Bibívoros;2241
1245;zoologia;¿Cuántas patas tiene una hormiga?;6;4;8;10;2322
1246;zoologia;¿Cuántos corazones tiene un pulpo?;3;4;5;6;2256
1247;zoologia;¿De qué color es la sangre de los pulpos?;Azul;Verde;Amarilla;Naranja;2289
1248;zoologia;¿Cuál es la especie del primer mamífero clonado?;Oveja;Ratón;Vaca;Rata;2218
1249;zoologia;¿De qué tiene hasta 150.000 unidades un elefante en su trompa?;Fajos de fibras de músculos esqueletales;Fajos de fibras nerviosas;Fajos de capilares;Fajos de nódulos linfáticos;2273
1250;zoologia;¿De qué tipo de animal fue el primero el Archaeopteryx?;Pájaro;Serpiente;Anfibio;Lagarto;2283
1251;zoologia;¿En cuántas cámaras se divide el estómago de una vaca?;4;2;3;5;2283
1252;zoologia;¿Qué animal duerme con un ojo abierto?;Delfín;Gato;Caballo;Conejo;2259
1253;zoologia;¿Qué animal produce su propia loción bronceadora?;Hipopótamo;Rinoceronte;Elefante;Caimán;2272
1254;zoologia;¿Qué animal se usa comúnmente para encontrar trufas?;Cerdo;Perro;Cabra;Caballo;2306
1255;zoologia;¿Qué animal supera con creces el peso de todos los humanos en la Tierra cuando sumamos el peso de todos sus miembros?;Lombrices;Ballenas azules;Sapos comunes;Gaviotas;2265
1256;zoologia;¿Qué animal tiene los ojos más grandes que cualquier otro vertebrado terrestre?;Avestruz;Vaca;Águila;Caballo;2317
1257;zoologia;¿Qué animal tiene unos ojos de hasta 40 cm de diámetro?;Calamar colosal;Calamar gigante;Ballena azul;Orca;2271
1258;zoologia;¿Qué animales tienen pupilas rectangulares?;Cabras, sapos y pulpos;Cocodrilos, víboras y gatos;Dragones de Komodo y geckos;Musarañas y zarigüeyas;2401
1259;zoologia;¿Qué animales viven en un formicario?;Hormigas;Abejas;Escarabajos;Arañas;2307
1260;zoologia;¿Qué especie de vertebrados vive más tiempo?;Tiburones de Groenlandia;Tortugas Galápagos;Elefantes asiáticos;Papagayos;2242
1261;zoologia;¿Qué estudia la cinología?;Perros;Gatos;Mamíferos;Ballenas;2248
1262;zoologia;¿Qué estudia la ornitología?;Pájaros;Olores;Bosques;Cristales;2249
1263;zoologia;¿Qué miembro de la familia de los osos sólo come bambú?;Panda;Oso Polar;Koala;Oso pardo;2249
1264;zoologia;¿Qué pájaro come cabeza abajo?;Flamenco;Avestruz;Búho;Halcón;2334
1265;zoologia;¿Qué pez puede agarrar objetos con la cola?;Caballito de mar;Pez volador;Barracuda;Tiburón blanco;2225
1266;zoologia;¿Qué raza de perro estaba reservada para la aristocracia en la antigua China?;Pekinés;Shar Pei;Chow chow;Carlino;2218
